metric	reference_tool	comparison_tool	n_pairs	n_clusters	mae_reference	mae_comparison	mean_paired_difference	mean_diff_ci_lo	mean_diff_ci_hi	median_paired_difference	median_diff_ci_lo	median_diff_ci_hi	hodges_lehmann_diff	hl_ci_lo	hl_ci_hi	cliffs_delta	cliffs_delta_ci_lo	cliffs_delta_ci_hi	cliffs_delta_magnitude	rank_biserial_paired	wilcoxon_statistic_naive	p_wilcoxon_two_sided_naive	wilcoxon_statistic_cluster_mean	n_clusters_used_cluster_mean	p_wilcoxon_two_sided_cluster_mean	p_cluster_bootstrap_median	p_cluster_bootstrap_mean	favours	boot_clustered	boot_n_iter	boot_n_iter_slow	set	status	tier	cluster_column
abs_err_completeness	magicc_v5	checkm2	1000	30	2.972426611	0.45112000000000024	2.5213066109999995	1.791845308734656	4.031505815740997	0.4975239999999985	0.34104999999999563	0.9436104999999996	1.1492399999999954	0.677887174999999	2.1450408500000004	0.827572	0.6627641297683625	0.9032189706606464	large	0.8123716283716284	46954.0	1.0485750838887144e-109	21.0	30	8.326023817062378e-07	0.0009995002498750624	0.0009995002498750624	comparison	True	2000	200	set_B_v2	current	primary	dominant_phylum
abs_err_contamination	magicc_v5	checkm2	1000	30	4.453452160275677	17.661892481683402	-13.20844032140773	-19.245101343290745	-9.538329081776165	-7.235292168871923	-16.343408997854358	-4.378852999999999	-11.20728463949765	-17.85175033594272	-7.549552888000001	-0.420182	-0.5307780131346151	-0.3339071999849343	medium	-0.7425094905094906	64437.0	5.7466547668629754e-92	39.0	30	1.3966113328933716e-05	0.0009995002498750624	0.0009995002498750624	reference	True	2000	200	set_B_v2	current	primary	dominant_phylum
abs_err_completeness	magicc_v5	cocopye	1000	30	2.972426611	2.6084536472310864	0.36397296376891364	-0.4472780122268632	1.2749021154857845	0.1616860080789806	0.1050738749999932	0.23060755308942288	0.19985500315745242	-0.0007496898938936853	0.3883166500000011	0.272514	0.1708104036442162	0.3394102026171861	small	0.17966833166833165	205288.0	8.581791968614319e-07	199.0	30	0.5027610473334789	0.0009995002498750624	0.35782108945527236	comparison	True	2000	200	set_B_v2	current	primary	dominant_phylum
abs_err_contamination	magicc_v5	cocopye	1000	30	4.453452160275677	19.14068970973646	-14.687237549460786	-15.502226605001967	-12.487779418734444	-8.164226056219695	-8.745270603191937	-6.217174933804772	-13.770182911247321	-14.512586982794653	-11.733844485082336	-0.392122	-0.4244008614132558	-0.30433412974083396	medium	-0.7724395604395604	56947.0	2.2601482812194107e-99	14.0	30	2.0489096641540527e-07	0.0009995002498750624	0.0009995002498750624	reference	True	2000	200	set_B_v2	current	primary	dominant_phylum
abs_err_completeness	magicc_v5	deepcheck	1000	30	2.972426611	6.6112978515625	-3.6388712405625	-5.614247620151475	-0.2725003987905777	-0.9855809392089796	-2.165916497558598	-0.5699023926025315	-2.29515737792968	-4.2641186640319875	-0.5195869373290932	-0.381082	-0.4720287817169674	-0.16608425054716486	medium	-0.5367632367632368	115925.0	6.117678236419942e-49	207.0	30	0.6120056137442589	0.001999000499750125	0.03398300849575212	reference	True	2000	200	set_B_v2	current	primary	dominant_phylum
abs_err_contamination	magicc_v5	deepcheck	1000	30	4.453452160275677	25.704923896847433	-21.25147173657176	-25.071522807103854	-18.620611228447714	-16.42304609983235	-23.395131040649417	-13.548953799526307	-19.587352559921477	-24.16099056150506	-16.94258834968485	-0.57617	-0.6133417812648801	-0.4930628788734764	large	-0.8949730269730269	26283.0	9.98083396696817e-133	11.0	30	1.0244548320770264e-07	0.0009995002498750624	0.0009995002498750624	reference	True	2000	200	set_B_v2	current	primary	dominant_phylum
abs_err_completeness	magicc_v5	magicc_v4	1000	11	5.1759362701545975	5.203892952530291	-0.027956682375692737	-0.16104102646834725	0.11331694097936265	-0.025846499999996553	-0.06367000000000189	0.0288005644355529	-0.0469145000000033	-0.09338271272120426	0.019074697082837506	-0.012289	-0.025505076393633846	0.007424808112418768	negligible	-0.03785014985014985	240778.0	0.29981601249956635	25.0	11	0.51953125	0.3988005997001499	0.672663668165917	reference	True	2000	200	set_D	superseded_leaky	reported	dominant_phylum
abs_err_contamination	magicc_v5	magicc_v4	1000	11	8.058032512078764	7.767309504960628	0.2907230071181369	0.050648900671706444	0.36252082099779936	0.1704458499999999	0.10242699999999871	0.24311300000000013	0.19829377894988032	0.14021981249999907	0.24775121968136532	0.018586	-0.0099269828451015	0.036387435984585166	negligible	0.11863736263736263	220561.0	0.0011547412434069096	26.0	11	0.5771484375	0.004997501249375313	0.035982008995502246	comparison	True	2000	200	set_D	superseded_leaky	reported	dominant_phylum
abs_err_completeness	magicc_v5	checkm2	1000	11	5.1759362701545975	9.887259516262748	-4.71132324610815	-6.278282033466898	-2.3623621992313555	-2.537992999999993	-4.474114573901704	-1.3764799999999866	-3.999001995243976	-5.82092064361316	-2.0913866803452454	-0.253176	-0.35021881281215295	-0.13455017064585248	small	-0.5468971028971029	113389.0	9.753551936302874e-51	19.0	11	0.240234375	0.00399800099950025	0.001999000499750125	reference	True	2000	200	set_D	superseded_leaky	reported	dominant_phylum
abs_err_contamination	magicc_v5	checkm2	1000	11	8.058032512078764	36.92437572675197	-28.866343214673208	-32.38590660011657	-25.746732036320097	-27.365604565978163	-33.459424	-24.284324775706725	-28.63142420586341	-32.243813455917696	-25.603158230946907	-0.74635	-0.8046243253475525	-0.695067627936429	large	-0.9886793206793206	2833.0	1.5673900477441452e-161	0.0	11	0.0009765625	0.0009995002498750624	0.0009995002498750624	reference	True	2000	200	set_D	superseded_leaky	reported	dominant_phylum
abs_err_completeness	magicc_v5	cocopye	1000	11	5.1759362701545975	6.140037705036426	-0.9641014348818275	-3.254571995944522	0.21093377484343165	-0.6127595378261361	-1.4118162774677059	-0.2980732590111199	-0.8778094962366527	-2.4034265292847232	-0.22387705439277242	-0.150376	-0.2716509743766352	-0.061685123726480745	small	-0.1808751248751249	204986.0	7.243940234000181e-07	6.0	11	0.013671875	0.001999000499750125	0.12693653173413294	reference	True	2000	200	set_D	superseded_leaky	reported	dominant_phylum
abs_err_contamination	magicc_v5	cocopye	1000	11	8.058032512078764	25.725642739647746	-17.66761022756898	-19.885192509509686	-17.145282107339387	-14.377974926969836	-16.34588511530012	-13.633010870765702	-17.080088699669815	-18.90748135156668	-16.635643031579278	-0.498648	-0.5901335659123625	-0.4654320261220386	large	-0.9161558441558442	20982.0	5.4677408300911724e-139	2.0	11	0.0029296875	0.0009995002498750624	0.0009995002498750624	reference	True	2000	200	set_D	superseded_leaky	reported	dominant_phylum
abs_err_completeness	magicc_v5	deepcheck	1000	11	5.1759362701545975	9.974952677434645	-4.799016407280048	-6.808086363424022	-2.9133877935494135	-3.59028722268463	-4.95566515665283	-2.033787662475592	-4.1338802378331465	-6.031345298184111	-2.61968569868755	-0.34779	-0.41459319130878125	-0.2536785581140352	medium	-0.6062057942057942	98547.0	6.329499532035123e-62	7.0	11	0.0185546875	0.0009995002498750624	0.0009995002498750624	reference	True	2000	200	set_D	superseded_leaky	reported	dominant_phylum
abs_err_contamination	magicc_v5	deepcheck	1000	11	8.058032512078764	41.7739802882366	-33.71594777615783	-36.53554683375276	-31.39027782982558	-33.19677403639642	-36.96225868901722	-29.81962479388428	-33.41068664865036	-36.20788213107596	-31.367224012152484	-0.785834	-0.8227858369148273	-0.7579197519118737	large	-0.9953406593406593	1166.0	1.0934331248305245e-163	0.0	11	0.0009765625	0.0009995002498750624	0.0009995002498750624	reference	True	2000	200	set_D	superseded_leaky	reported	dominant_phylum
abs_err_completeness	magicc_v5	magicc_v4	1000	31	5.485888223766055	5.710083053087339	-0.2241948293212846	-0.36065307722477186	0.06413503698216078	-0.142552000000002	-0.1939299999999946	-0.008486375000004471	-0.1577992638306931	-0.2514362499999999	0.0013168125000054818	-0.03001	-0.04208908237967963	0.0051243866507376295	negligible	-0.1212067932067932	219918.0	0.0008994844803063988	225.0	31	0.6635807873681188	0.03398300849575212	0.1199400299850075	reference	True	2000	200	set_E	current	primary	dominant_phylum
abs_err_contamination	magicc_v5	magicc_v4	1000	31	5.657874715238257	5.875723997012404	-0.21784928177414747	-0.844125009877037	0.007979800644516926	-0.02404133500000004	-0.23962200000000067	0.0009557250000000045	-0.05643512750000282	-0.3281077092392859	0.019538623749995956	-0.041188	-0.0823791297336128	-0.0261332663671883	negligible	-0.04927072927072927	237920.0	0.17712134110515299	135.0	31	0.02600933238863945	0.0769615192403798	0.06496751624187906	reference	True	2000	200	set_E	current	primary	dominant_phylum
abs_err_completeness	magicc_v5	checkm2	1000	31	5.485888223766055	9.139516691419486	-3.6536284676534314	-4.898819911527479	-0.6322912056025473	-1.0198819999999955	-2.001874000000001	0.1036606695664323	-2.806061088380835	-4.1274193535241075	-0.49620706589479396	-0.050172	-0.10624105107529516	0.12044331111495828	negligible	-0.371992007992008	157159.0	2.1984116610310157e-24	221.0	31	0.608313562348485	0.15592203898050974	0.02498750624687656	reference	True	2000	200	set_E	current	primary	dominant_phylum
abs_err_contamination	magicc_v5	checkm2	1000	31	5.657874715238257	18.47213818642574	-12.814263471187491	-16.779011592768175	-10.56487462678973	-6.624984500000001	-9.976737	-4.88453413952476	-10.776523675	-15.469716900414126	-8.51324144232027	-0.345958	-0.38908496166853457	-0.2463286764340768	medium	-0.7397482517482518	65128.0	2.6787029916944946e-91	23.0	31	5.960464477539062e-07	0.0009995002498750624	0.0009995002498750624	reference	True	2000	200	set_E	current	primary	dominant_phylum
abs_err_completeness	magicc_v5	cocopye	1000	31	5.485888223766055	5.02163443783527	0.4642537859307849	-0.23945885426887858	1.2439222396283416	0.09494500000000272	-0.012867302471302739	0.3942695211114753	0.132994039647798	-0.30982656083307175	0.5964196583568339	-0.008318	-0.08468918147645248	0.09345249604540265	negligible	0.03447352647352647	241623.0	0.3449998748460614	172.0	31	0.14060599450021982	0.06196901549225387	0.20089955022488756	comparison	True	2000	200	set_E	current	primary	dominant_phylum
abs_err_contamination	magicc_v5	cocopye	1000	31	5.657874715238257	21.59654482821028	-15.938670112972023	-16.589570963616318	-14.458181047545818	-6.834252408089625	-7.5108208426392515	-4.746830154578543	-15.081834155290252	-15.86715337210321	-13.838681307751205	-0.332514	-0.36239177832977004	-0.26723293750391647	medium	-0.7637922077922078	59111.0	3.338707872495141e-97	5.0	31	9.313225746154785e-09	0.0009995002498750624	0.0009995002498750624	reference	True	2000	200	set_E	current	primary	dominant_phylum
abs_err_completeness	magicc_v5	deepcheck	1000	31	5.485888223766055	11.694699721773006	-6.208811498006952	-7.97619792049796	-2.275695605477378	-3.8178731684570266	-5.301973200683591	-1.3869648611122456	-5.356086359572686	-7.018701716787268	-2.888918399146749	-0.369174	-0.44212782984701243	-0.13812751644019686	medium	-0.633982017982018	91596.0	1.4759399873240691e-67	183.0	31	0.209396718069911	0.0009995002498750624	0.001999000499750125	reference	True	2000	200	set_E	current	primary	dominant_phylum
abs_err_contamination	magicc_v5	deepcheck	1000	31	5.657874715238257	25.43113911968649	-19.773264404448238	-21.599481232591494	-17.95304797919949	-13.015881526993748	-14.415398289799557	-9.656419676300048	-17.579054239506263	-19.044282687441132	-16.113670179935617	-0.458396	-0.4958290572787601	-0.3538839904212194	medium	-0.8482277722277722	37981.0	1.994894216483225e-119	18.0	31	2.3562461137771606e-07	0.0009995002498750624	0.0009995002498750624	reference	True	2000	200	set_E	current	primary	dominant_phylum
abs_err_completeness	magicc_v5	checkm2	1000	6	5.633003436999999	9.171165078999998	-3.538161642	-5.613373134117646	-1.5033151074352695	-2.265395000000005	-4.155726999999995	-0.9437829999999963	-3.2765302500000004	-5.3686043750000065	-1.748274000000002	-0.20649	-0.31970657439446365	-0.11417761485715712	small	-0.4073606393606394	148308.0	6.484813006040347e-29	0.0	6	0.03125	0.0009995002498750624	0.0009995002498750624	reference	True	2000	200	set_D_clean	current	primary	dominant_phylum
abs_err_contamination	magicc_v5	checkm2	1000	6	6.52290456265	34.697951454000005	-28.17504689135	-30.947472994841696	-25.632722603623655	-28.899680000000004	-32.058009999999996	-25.518252	-28.0088145	-30.646815610937498	-25.08781699375	-0.786828	-0.8367950052029136	-0.7427282930313234	large	-0.9863656343656344	3412.0	8.725220290307931e-161	0.0	6	0.03125	0.0009995002498750624	0.0009995002498750624	reference	True	2000	200	set_D_clean	current	primary	dominant_phylum
abs_err_completeness	magicc_v5	cocopye	1000	6	5.633003436999999	5.890930454248384	-0.257927017248385	-3.0900268088939686	0.5447683092235297	-0.31776912170482063	-1.6190737120405245	0.004682826950208607	-0.3523362738077953	-2.205946590989642	0.14055958329358376	-0.063946	-0.2874074074074074	0.006258503401360544	negligible	-0.06815984015984015	233193.0	0.06188755942118839	9.0	6	0.84375	0.08095952023988005	0.672663668165917	reference	True	2000	200	set_D_clean	current	primary	dominant_phylum
abs_err_contamination	magicc_v5	cocopye	1000	6	6.52290456265	22.494323499197062	-15.971418936547058	-18.59061356337861	-14.950884011012652	-13.402001816240375	-15.690701585994656	-12.516566927426592	-15.401909116261558	-18.105092572973064	-14.45337445484429	-0.562674	-0.6139886578449906	-0.5311799816345271	large	-0.8902017982017982	27477.0	2.450946852059325e-131	0.0	6	0.03125	0.0009995002498750624	0.0009995002498750624	reference	True	2000	200	set_D_clean	current	primary	dominant_phylum
abs_err_completeness	magicc_v5	deepcheck	1000	6	5.633003436999999	8.781975051932617	-3.1489716149326177	-5.60951420616045	-1.1200907687421593	-2.0993368872070306	-3.6010314512207002	-1.0810689353027385	-2.7016194209594726	-4.823664622070307	-1.2128674184448243	-0.257182	-0.41494348602022607	-0.16400885267340676	small	-0.3852907092907093	153831.0	4.8546564317468056e-26	0.0	6	0.03125	0.0009995002498750624	0.0009995002498750624	reference	True	2000	200	set_D_clean	current	primary	dominant_phylum
abs_err_contamination	magicc_v5	deepcheck	1000	6	6.52290456265	38.95713440537838	-32.434229842728385	-34.4582633528211	-30.639571098018127	-33.38137185839081	-36.591349275393014	-30.63753109012327	-32.37037042404175	-34.26654697523009	-30.268484970889663	-0.815482	-0.8502479338842975	-0.7850321395775941	large	-0.9894025974025974	2652.0	9.156708470918676e-162	0.0	6	0.03125	0.0009995002498750624	0.0009995002498750624	reference	True	2000	200	set_D_clean	current	primary	dominant_phylum
