set	reference_tool	comparison_tool	n	n_clusters	cluster_definition	bootstrap_iterations	seed	classes_absent_in_truth	macro_f1_reference	macro_f1_comparison	statistic	paired_difference	paired_diff_ci_lo	paired_diff_ci_hi	paired_diff_ci_width	ci_excludes_zero	p_cluster_bootstrap_two_sided	p_jackknife_wilcoxon_two_sided	p_jackknife_ttest_two_sided	jackknife_mean_pseudo_value	boot_n_valid	informative_set	q_bh_cluster_bootstrap	q_bh_jackknife_ttest	q_bh_jackknife_wilcoxon	significant_bh_primary	bh_family
set_B_v2	magicc_v5	checkm2	1000	803	dominant reference genome	2000	20358292		0.3636363636363636	0.021276595744680847	f1__medium	0.34235976789168276	0.0	0.6666666666666666	0.6666666666666666	False	0.25287356321839083	2.08388905229658e-149	0.07679622673257572	0.37040884657056417	2000	False	0.29177718832891253	0.09702472378713534	1.04194452614829e-148	False	set x comparator cells within one statistic
set_B_v2	magicc_v5	checkm2	1000	803	dominant reference genome	2000	20358292		0.9968730456535334	0.898550724637681	f1__low	0.09832232101585237	0.08129152906505305	0.11488497870704988	0.03359344964199683	True	0.0009995002498750624	0.293799321722655	2.6878904758404775e-27	0.09825906428737527	2000	False	0.0016658337497917708	4.607812244297962e-27	0.293799321722655	True	set x comparator cells within one statistic
set_B_v2	magicc_v5	cocopye	1000	803	dominant reference genome	2000	20358292		0.9743589743589743	0.9899497487437187	f1__high	-0.015590774384744321	-0.03556731879815196	0.0025324902735331545	0.038099809071685115	False	0.08695652173913043	6.2228300384226956e-06	0.10784871853616237	-0.01555145489384428	2000	False	0.14492753623188406	0.1797478642269373	1.0371383397371159e-05	False	set x comparator cells within one statistic
set_B_v2	magicc_v5	cocopye	1000	803	dominant reference genome	2000	20358292		0.3636363636363636	0.2222222222222222	f1__medium	0.14141414141414138	-0.02569444444444446	0.39754914972306266	0.4232435941675071	False	0.37181409295352325	1.4787873002545248e-160	0.19048375896101705	0.15823808371607417	2000	False	0.3888055972013993	0.20408974174394684	1.1090904751908936e-159	False	set x comparator cells within one statistic
set_B_v2	magicc_v5	cocopye	1000	803	dominant reference genome	2000	20358292		0.9968730456535334	0.9924242424242424	f1__low	0.004448803229290976	-0.0005390816569598583	0.009265900607200377	0.009804982264160236	False	0.051974012993503245	4.233695760991564e-31	0.06941254860407903	0.00444332981941514	2000	False	0.07087365408204988	0.07572278029535894	2.5402174565949383e-30	False	set x comparator cells within one statistic
set_B_v2	magicc_v5	deepcheck	1000	803	dominant reference genome	2000	20358292		0.9743589743589743	0.7537878787878788	f1__high	0.22057109557109555	0.17810959882890823	0.2632084520340849	0.08509885320517666	True	0.0009995002498750624	2.0347187935396748e-15	8.986581145240432e-23	0.2203591853359304	2000	False	0.0037481259370314842	1.3479871717860648e-21	7.630195475773781e-15	True	set x comparator cells within one statistic
set_B_v2	magicc_v5	deepcheck	1000	803	dominant reference genome	2000	20358292		0.3636363636363636	0.0	f1__medium	0.3636363636363636	0.0	0.7142857142857143	0.7142857142857143	False	0.25287356321839083	5.4322999426985575e-163	0.07761977902970826	0.39188397046424756	2000	False	0.29177718832891253	0.09702472378713534	8.148449914047837e-162	False	set x comparator cells within one statistic
set_B_v2	magicc_v5	deepcheck	1000	803	dominant reference genome	2000	20358292		0.9968730456535334	0.7433070866141732	f1__low	0.2535659590393602	0.22688167548712443	0.2807435303152965	0.053861854828172046	True	0.0009995002498750624	2.4512928337043217e-40	1.5538467147794541e-61	0.25340658109582215	2000	False	0.0016658337497917708	1.864616057735345e-60	2.941551400445186e-39	True	set x comparator cells within one statistic
set_C_clean	magicc_v5	checkm2	1000	100	dominant reference genome	2000	20329249		0.5660377358490566	0.31413612565445026	f1__high	0.25190161019460633	0.06631934492771384	0.4240039119953204	0.35768456706760654	True	0.005997001499250375	1.8354413540512165e-05	0.007881737949201132	0.2557464472669453	2000	True	0.012850717498393659	0.016889438462573854	2.5028745737062043e-05	True	set x comparator cells within one statistic
set_C_clean	magicc_v5	checkm2	1000	100	dominant reference genome	2000	20329249		0.5413533834586466	0.11095305832147938	f1__medium	0.4304003251371672	0.3237451344548793	0.528556552678875	0.20481141822399573	True	0.0009995002498750624	1.5887169070025802e-10	5.593579715272877e-13	0.43158711701690833	2000	True	0.0021417862497322766	2.0975923932273286e-12	2.9788442006298376e-10	True	set x comparator cells within one statistic
set_C_clean	magicc_v5	checkm2	1000	100	dominant reference genome	2000	20329249		0.9691289966923925	0.36528028933092227	f1__low	0.6038487073614702	0.5629611634625445	0.6477771967871099	0.08481603332456533	True	0.0009995002498750624	4.081014708159864e-18	5.872518908664085e-48	0.6035771285479186	2000	True	0.0016658337497917708	1.8721990500009492e-47	9.794435299583673e-18	True	set x comparator cells within one statistic
set_C_clean	magicc_v5	cocopye	1000	100	dominant reference genome	2000	20329249		0.5660377358490566	0.0	f1__high	0.5660377358490566	0.3829787234042553	0.7170253537735846	0.33404663036932924	True	0.0009995002498750624	1.594620857804226e-14	3.1431575336781517e-09	0.5708170398493208	2000	True	0.0037481259370314842	2.3573681502586136e-08	4.7838625734126785e-14	True	set x comparator cells within one statistic
set_C_clean	magicc_v5	cocopye	1000	100	dominant reference genome	2000	20329249		0.5413533834586466	0.348993288590604	f1__medium	0.19236009486804256	0.09513855775742681	0.2880781062842776	0.1929395485268508	True	0.0009995002498750624	0.00018931057245626624	0.00014150436116750425	0.193377106918204	2000	True	0.0021417862497322766	0.0003032236310732234	0.0002028327562031424	True	set x comparator cells within one statistic
set_C_clean	magicc_v5	cocopye	1000	100	dominant reference genome	2000	20329249		0.9691289966923925	0.8971291866028708	f1__low	0.07199981008952172	0.0566973787599629	0.08812888082236567	0.03143150206240277	True	0.0009995002498750624	8.36054972220635e-13	1.0051213995600218e-14	0.071958483617538	2000	True	0.0016658337497917708	1.5076820993400328e-14	1.2540824583309524e-12	True	set x comparator cells within one statistic
set_C_clean	magicc_v5	deepcheck	1000	100	dominant reference genome	2000	20329249		0.5660377358490566	0.2608695652173913	f1__high	0.3051681706316653	0.10343276515151516	0.4843264018837524	0.38089363673223725	True	0.001999000499750125	8.536312769869314e-06	0.002774491646810157	0.3086125507856854	2000	True	0.005997001499250375	0.006936229117025392	1.2804469154803971e-05	True	set x comparator cells within one statistic
set_C_clean	magicc_v5	deepcheck	1000	100	dominant reference genome	2000	20329249		0.5413533834586466	0.12259615384615387	f1__medium	0.41875722961249273	0.3113574220501305	0.5206249967865986	0.20926757473646806	True	0.0009995002498750624	1.2327365010785777e-10	7.172234518757225e-12	0.4199596002813831	2000	True	0.0021417862497322766	2.1516703556271676e-11	2.641578216596952e-10	True	set x comparator cells within one statistic
set_C_clean	magicc_v5	deepcheck	1000	100	dominant reference genome	2000	20329249		0.9691289966923925	0.34576888080072793	f1__low	0.6233601158916646	0.5817314107218233	0.6679112499458222	0.08617983922399886	True	0.0009995002498750624	3.822714713305336e-18	6.240663500003164e-48	0.6230932164119117	2000	True	0.0016658337497917708	1.8721990500009492e-47	9.794435299583673e-18	True	set x comparator cells within one statistic
set_D_clean	magicc_v5	checkm2	1000	100	dominant reference genome	2000	20308827		0.5714285714285715	0.2857142857142857	f1__high	0.2857142857142858	0.04346889055472267	0.4919628647214853	0.4484939741667626	True	0.0239880059970015	3.24282418858051e-07	0.010393933180619475	0.29348639842645585	2000	True	0.04497751124437781	0.019488624713661515	6.948908975529664e-07	True	set x comparator cells within one statistic
set_D_clean	magicc_v5	checkm2	1000	100	dominant reference genome	2000	20308827		0.8115942028985507	0.25505443234836706	f1__medium	0.5565397705501836	0.5029939276461559	0.607112004060303	0.10411807641414705	True	0.0009995002498750624	1.6641302811141416e-17	5.821948310650682e-37	0.5575918160984097	2000	True	0.0021417862497322766	4.366461232988011e-36	4.160325702785354e-17	True	set x comparator cells within one statistic
set_D_clean	magicc_v5	checkm2	1000	100	dominant reference genome	2000	20308827		0.9813031161473088	0.6064414768263944	f1__low	0.37486163932091443	0.3332465959133387	0.41616195711976894	0.08291536120643023	True	0.0009995002498750624	1.066247857810018e-17	1.9514176450652643e-31	0.3745367725919459	2000	True	0.0016658337497917708	3.9028352901305286e-31	1.8278534705314596e-17	True	set x comparator cells within one statistic
set_D_clean	magicc_v5	cocopye	1000	100	dominant reference genome	2000	20308827		0.5714285714285715	0.5945945945945945	f1__high	-0.02316602316602301	-0.3095634920634922	0.24913851362824407	0.5587020056917362	False	0.8285857071464268	2.709260280151184e-05	0.8976754060380719	-0.01863468963468635	2000	True	0.8285857071464268	0.8976754060380719	3.38657535018898e-05	False	set x comparator cells within one statistic
set_D_clean	magicc_v5	cocopye	1000	100	dominant reference genome	2000	20308827		0.8115942028985507	0.7074235807860262	f1__medium	0.10417062211252448	0.03486055896986692	0.1749794664630735	0.14011890749320657	True	0.00399800099950025	0.0018122924544472362	0.006320933022930716	0.10495684050636506	2000	True	0.006663334999167083	0.010534888371551194	0.0018122924544472362	True	set x comparator cells within one statistic
set_D_clean	magicc_v5	cocopye	1000	100	dominant reference genome	2000	20308827		0.9813031161473088	0.9665513264129181	f1__low	0.01475178973439073	0.004218698269409244	0.02662871583624012	0.022410017566830875	True	0.0069965017491254375	0.09960934262362767	0.009984780670462191	0.014728027910145457	2000	True	0.010494752623688156	0.01198173680455463	0.11953121114835322	True	set x comparator cells within one statistic
set_D_clean	magicc_v5	deepcheck	1000	100	dominant reference genome	2000	20308827		0.5714285714285715	0.18320610687022904	f1__high	0.3882224645583425	0.14110115265618445	0.5873221062618595	0.4462209536056751	True	0.0029985007496251873	4.795608103089024e-07	0.0006272691332880934	0.3969514663404066	2000	True	0.007496251874062968	0.0018818073998642802	8.99176519329192e-07	True	set x comparator cells within one statistic
set_D_clean	magicc_v5	deepcheck	1000	100	dominant reference genome	2000	20308827		0.8115942028985507	0.19640718562874251	f1__medium	0.6151870172698082	0.5608834268881782	0.6638445785621528	0.10296115167397468	True	0.0009995002498750624	6.3945696848377045e-18	1.8969802565268084e-42	0.6162700614820055	2000	True	0.0021417862497322766	2.845470384790213e-41	2.3979636318141393e-17	True	set x comparator cells within one statistic
set_D_clean	magicc_v5	deepcheck	1000	100	dominant reference genome	2000	20308827		0.9813031161473088	0.28239845261121854	f1__low	0.6989046635360903	0.6498112457758497	0.7464220270112653	0.09661078123541555	True	0.0009995002498750624	5.281030643355377e-18	1.4518636489740153e-48	0.6985605763239501	2000	True	0.0016658337497917708	8.711181893844092e-48	1.0562061286710754e-17	True	set x comparator cells within one statistic
set_E	magicc_v5	checkm2	1000	785	dominant reference genome	2000	20357489		0.8217054263565892	0.76	f1__high	0.061705426356589155	-0.01910660531109195	0.1463254244921196	0.16543202980321156	False	0.12493753123438281	5.032836762549012e-69	0.1433976376822692	0.06167469572101927	2000	True	0.18740629685157423	0.21509645652340384	2.516418381274506e-68	False	set x comparator cells within one statistic
set_E	magicc_v5	checkm2	1000	785	dominant reference genome	2000	20357489		0.90744920993228	0.7674418604651163	f1__medium	0.14000734946716364	0.09739761315090689	0.18469779956708465	0.08730018641617776	True	0.0009995002498750624	9.890683057100653e-07	6.545559526718082e-11	0.13988996424212347	2000	True	0.0021417862497322766	1.6363898816795204e-10	1.483602458565098e-06	True	set x comparator cells within one statistic
set_E	magicc_v5	checkm2	1000	785	dominant reference genome	2000	20357489		0.9803921568627452	0.9145427286356822	f1__low	0.06584942822706297	0.04896885894615079	0.08387559894435137	0.034906739998200584	True	0.0009995002498750624	0.14296300095955344	3.813288012680382e-14	0.06579511160013374	2000	True	0.0016658337497917708	5.084384016907176e-14	0.15595963741042193	True	set x comparator cells within one statistic
set_E	magicc_v5	cocopye	1000	785	dominant reference genome	2000	20357489		0.8217054263565892	0.8031496062992125	f1__high	0.01855582005737666	-0.06998593073593079	0.11196809349336032	0.1819540242292911	False	0.6346826586706646	4.899984578337886e-83	0.6828708268514478	0.018521033412978283	2000	True	0.6800171342899979	0.7316473144836941	7.349976867506829e-82	False	set x comparator cells within one statistic
set_E	magicc_v5	cocopye	1000	785	dominant reference genome	2000	20357489		0.90744920993228	0.8838268792710706	f1__medium	0.023622330661209334	-0.008021543131735467	0.05609946293666218	0.06412100606839764	False	0.1519240379810095	9.814707165730743e-05	0.1519703981022217	0.023583908693760525	2000	True	0.2071691427013766	0.17535045934871735	0.00011324662114304702	False	set x comparator cells within one statistic
set_E	magicc_v5	cocopye	1000	785	dominant reference genome	2000	20357489		0.9803921568627452	0.9762900976290096	f1__low	0.004102059233735522	-0.004335685245927678	0.012545457560285037	0.016881142806212716	False	0.3638180909545227	2.0826260893703305e-11	0.35679986113537	0.004094490885907297	2000	True	0.4547726136931534	0.35679986113537	2.776834785827107e-11	False	set x comparator cells within one statistic
set_E	magicc_v5	deepcheck	1000	785	dominant reference genome	2000	20357489		0.8217054263565892	0.6589595375722543	f1__high	0.16274588878433482	0.08119509043927653	0.24801143524802427	0.16681634480874774	True	0.0009995002498750624	1.784209845383518e-70	0.00012188207416812177	0.1627642478824222	2000	True	0.0037481259370314842	0.00045705777813045663	1.3381573840376384e-69	True	set x comparator cells within one statistic
set_E	magicc_v5	deepcheck	1000	785	dominant reference genome	2000	20357489		0.90744920993228	0.6166394779771615	f1__medium	0.2908097319551185	0.24827301293397477	0.3356963662382675	0.08742335330429271	True	0.0009995002498750624	8.980306118617494e-18	4.465220132019656e-35	0.2906588801361604	2000	True	0.0021417862497322766	2.232610066009828e-34	2.6940918355852478e-17	True	set x comparator cells within one statistic
set_E	magicc_v5	deepcheck	1000	785	dominant reference genome	2000	20357489		0.9803921568627452	0.8088962108731466	f1__low	0.1714959459895986	0.14673374090191388	0.19681715674665468	0.0500834158447408	True	0.0009995002498750624	1.0486824011787525e-23	4.0666967972777436e-38	0.17137802841947358	2000	True	0.0016658337497917708	9.760072313466584e-38	4.19472960471501e-23	True	set x comparator cells within one statistic
